Disease,state,year,Race,Sex,Age group,Transmission Category,Cases,turnout_rate
AIDS diagnoses,Wisconsin,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,165,3.5
AIDS diagnoses,Wyoming,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,10,2.3
AIDS diagnoses,Alabama,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,269,6.8
AIDS diagnoses,Alaska,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,16,2.8
AIDS diagnoses,American Samoa,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Arizona,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,547,10.2
AIDS diagnoses,Arkansas,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,173,7.2
AIDS diagnoses,California,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4144,13.7
AIDS diagnoses,Colorado,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,297,7.2
AIDS diagnoses,Connecticut,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,286,9.7
AIDS diagnoses,Delaware,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,136,18.4
AIDS diagnoses,District of Columbia,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,625,121.1
AIDS diagnoses,Florida,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4190,26.8
AIDS diagnoses,Georgia,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1091,13.7
AIDS diagnoses,Guam,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1,0.8
AIDS diagnoses,Hawaii,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,59,5.4
AIDS diagnoses,Idaho,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,28,2.2
AIDS diagnoses,Illinois,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1257,11.8
AIDS diagnoses,Indiana,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,383,7.2
AIDS diagnoses,Iowa,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,100,4
AIDS diagnoses,Kansas,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,109,4.7
AIDS diagnoses,Kentucky,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,200,5.5
AIDS diagnoses,Louisiana,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,836,22.7
AIDS diagnoses,Maine,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,41,3.6
AIDS diagnoses,Maryland,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1007,21.2
AIDS diagnoses,Massachusetts,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,628,11.2
AIDS diagnoses,Michigan,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,503,6
AIDS diagnoses,Minnesota,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,211,4.8
AIDS diagnoses,Mississippi,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,355,14.8
AIDS diagnoses,Missouri,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,440,8.8
AIDS diagnoses,Montana,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,24,2.9
AIDS diagnoses,Nebraska,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,69,4.6
AIDS diagnoses,Nevada,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,256,11.9
AIDS diagnoses,New Hampshire,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,44,3.9
AIDS diagnoses,New Jersey,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1316,18.1
AIDS diagnoses,New Mexico,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,106,6.4
AIDS diagnoses,New York,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4175,25.4
AIDS diagnoses,North Carolina,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1024,13.2
AIDS diagnoses,North Dakota,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,13,2.3
AIDS diagnoses,Northern Mariana Islands,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Ohio,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,728,7.5
AIDS diagnoses,Oklahoma,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,183,6
AIDS diagnoses,Oregon,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,209,6.5
AIDS diagnoses,Pennsylvania,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1158,10.8
AIDS diagnoses,Puerto Rico,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,678,20.5
AIDS diagnoses,Rhode Island,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,86,9.6
AIDS diagnoses,South Carolina,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,649,17.1
AIDS diagnoses,South Dakota,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,20,2.9
AIDS diagnoses,Tennessee,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,623,11.9
AIDS diagnoses,Texas,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,3002,15.2
AIDS diagnoses,U.S. Virgin Islands,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,21,23.4
AIDS diagnoses,Utah,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,70,3.2
AIDS diagnoses,Vermont,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,6,1.1
AIDS diagnoses,Virginia,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,577,8.8
AIDS diagnoses,Washington,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,393,7.1
AIDS diagnoses,West Virginia,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,72,4.6
AIDS diagnoses,Wisconsin,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,184,3.8
AIDS diagnoses,Wyoming,2009,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,10,2.2
AIDS diagnoses,Alabama,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,288,7.3
AIDS diagnoses,Alaska,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,37,6.5
AIDS diagnoses,American Samoa,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Arizona,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,555,10.4
AIDS diagnoses,Arkansas,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,157,6.6
AIDS diagnoses,California,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4241,14
AIDS diagnoses,Colorado,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,329,7.9
AIDS diagnoses,Connecticut,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,396,13.4
AIDS diagnoses,Delaware,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,134,18.1
AIDS diagnoses,District of Columbia,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,674,130.6
AIDS diagnoses,Florida,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,3657,23.4
AIDS diagnoses,Georgia,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,955,12
AIDS diagnoses,Guam,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,2,1.2
AIDS diagnoses,Hawaii,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,62,5.7
AIDS diagnoses,Idaho,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,48,3.9
AIDS diagnoses,Illinois,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1364,12.8
AIDS diagnoses,Indiana,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,362,6.8
AIDS diagnoses,Iowa,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,88,3.5
AIDS diagnoses,Kansas,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,102,4.4
AIDS diagnoses,Kentucky,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,223,6.2
AIDS diagnoses,Louisiana,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,899,24.4
AIDS diagnoses,Maine,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,35,3.1
AIDS diagnoses,Maryland,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1259,26.5
AIDS diagnoses,Massachusetts,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,840,15
AIDS diagnoses,Michigan,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,554,6.6
AIDS diagnoses,Minnesota,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,209,4.7
AIDS diagnoses,Mississippi,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,415,17.3
AIDS diagnoses,Missouri,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,412,8.2
AIDS diagnoses,Montana,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,21,2.5
AIDS diagnoses,Nebraska,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,100,6.7
AIDS diagnoses,Nevada,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,271,12.6
AIDS diagnoses,New Hampshire,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,34,2.9
AIDS diagnoses,New Jersey,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1350,18.6
AIDS diagnoses,New Mexico,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,107,6.5
AIDS diagnoses,New York,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4015,24.4
AIDS diagnoses,North Carolina,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,977,12.6
AIDS diagnoses,North Dakota,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,6,1
AIDS diagnoses,Northern Mariana Islands,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Ohio,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,783,8.1
AIDS diagnoses,Oklahoma,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,150,4.9
AIDS diagnoses,Oregon,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,200,6.2
AIDS diagnoses,Pennsylvania,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1072,10
AIDS diagnoses,Puerto Rico,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,590,17.8
AIDS diagnoses,Rhode Island,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,69,7.7
AIDS diagnoses,South Carolina,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,703,18.5
AIDS diagnoses,South Dakota,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,21,3.1
AIDS diagnoses,Tennessee,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,638,12.2
AIDS diagnoses,Texas,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,2745,13.9
AIDS diagnoses,U.S. Virgin Islands,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,24,26.1
AIDS diagnoses,Utah,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,65,3
AIDS diagnoses,Vermont,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,3,0.6
AIDS diagnoses,Virginia,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,769,11.7
AIDS diagnoses,Washington,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,339,6.1
AIDS diagnoses,West Virginia,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,71,4.5
AIDS diagnoses,Wisconsin,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,176,3.7
AIDS diagnoses,Wyoming,2010,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,14,3
