year,ICPSR_State_Code,order,state,,vep_highest_office_rate,vep_total_ballots_turnoutRate,vap_turnout_rate,turnout_rate,winner,,voting_age_pop,percent_non_citizen,prison_pop,probation_pop,parole_pop,ineligible_felons_total,overseas_eligible_pop,voting_eligible_pop,highest_office_voters,total_turnout
1998,65,29,Nevada,NV,35.30%,35.70%,0.31,31.1,,,"1,402,851",10.70%,"9,651","12,561","4,055","19,987",,"1,233,386","435,790","440,042"
1998,4,30,New Hampshire,NH,36.30%,37.60%,0.35,35.3,,,"903,630",2.50%,"2,169",0,0,"2,169",,"878,508","318,940","330,555"
1998,12,31,New Jersey,NJ,32.90%,34.40%,0.29,29,,,"6,261,197",10.30%,"31,121","129,377","13,218","109,028",,"5,505,229","1,813,094","1,894,496"
1998,66,32,New Mexico,NM,41.60%,43.10%,0.39,38.8,,,"1,286,104",5.80%,"4,985","10,397","1,773","11,957",,"1,199,320","498,703","517,355"
1998,13,33,New York,NY,38.60%,40.70%,0.34,33.5,,,"14,139,223",12.40%,"70,001",0,"59,548","129,549",,"12,263,356","4,735,236","4,989,877"
1998,47,34,North Carolina,NC,35.80%,,0.34,33.8,,,"5,948,653",3.90%,"31,961","105,227","5,806","90,381",,"5,624,292","2,012,143",
1998,36,35,North Dakota,ND,44.90%,45.70%,0.44,44.3,,,"481,790",1.10%,915,0,0,915,,"475,629","213,358","217,584"
1998,24,36,Ohio,OH,41.30%,42.90%,0.4,40.4,,,"8,424,249",1.60%,"48,450",0,0,"48,450",,"8,237,516","3,404,351","3,534,782"
1998,53,37,Oklahoma,OK,36.20%,,0.35,34.7,,,"2,518,285",2.60%,"20,892","29,093","1,532","36,971",,"2,415,036","873,585",
1998,72,38,Oregon,OR,47.20%,49.00%,0.44,44.2,,,"2,526,500",5.80%,"8,927",0,0,"8,927",,"2,370,381","1,117,747","1,160,400"
1998,14,39,Pennsylvania,PA,33.30%,,0.33,32.5,,,"9,314,795",2.20%,"36,377",0,0,"36,377",,"9,075,961","3,025,152",
1998,5,40,Rhode Island,RI,42.30%,42.80%,0.39,38.8,,,"790,726",6.60%,"3,445","21,049",432,"14,402",,"723,772","306,445","309,835"
1998,48,41,South Carolina,SC,38.10%,38.70%,0.37,36.7,,,"2,931,120",1.90%,"21,764","46,482","4,404","49,409",,"2,825,173","1,077,135","1,092,430"
1998,37,42,South Dakota,SD,49.00%,49.80%,0.48,48.3,,,"543,074",1.10%,"2,422",0,0,"2,422",,"534,711","262,111","266,355"
1998,54,43,Tennessee,TN,23.90%,25.10%,0.23,23.1,,,"4,217,608",1.90%,"17,738","38,924","7,605","44,805",,"4,092,745","976,236","1,026,017"
1998,49,44,Texas,TX,29.90%,,0.26,25.8,,,"14,504,988",10.60%,"144,510","443,688","109,820","476,174",,"12,490,423","3,738,078",
1998,67,45,Utah,UT,35.80%,36.70%,0.34,33.7,,,"1,467,078",5.50%,"4,453",0,0,"4,453",,"1,381,989","494,909","506,553"
1998,6,46,Vermont,VT,49.00%,50.40%,0.48,48.1,,,"453,574",1.90%,0,0,0,0,,"444,772","218,120","224,382"
1998,40,47,Virginia,VA,23.40%,,0.22,22,,,"5,222,121",5.20%,"30,276","30,576","6,700","52,264",,"4,900,523","1,148,861",
1998,73,48,Washington,WA,48.40%,49.30%,0.44,44.3,,,"4,294,765",6.40%,"14,161","152,140",375,"90,606",,"3,930,400","1,902,482","1,939,421"
1998,56,49,West Virginia,WV,25.30%,29.20%,0.25,25,,,"1,403,549",0.50%,"3,478","6,511",975,"7,709",,"1,388,176","351,277","405,139"
1998,25,50,Wisconsin,WI,46.30%,,0.45,44.6,,,"3,945,060",2.20%,"18,613","54,232","9,282","55,011",,"3,801,514","1,760,836",
1998,68,51,Wyoming,WY,49.90%,51.00%,0.49,48.7,,,"359,119",1.40%,"1,571","3,825",448,"3,932",,"350,136","174,888","178,401"
1996,0,0,United States,USA,51.70%,,0.48,48.1,,,"200,015,917",6.80%,"1,162,253","1,865,990","491,165","2,586,413","2,499,256","186,347,044","96,262,935",
1996,41,1,Alabama,AL,48.80%,,0.48,47.5,R,,"3,227,688",1.20%,"21,760","37,865","4,966","45,659",,"3,144,249","1,534,349",
1996,81,2,Alaska,AK,59.80%,60.70%,0.57,57,R,,"423,702",3.10%,"3,716","3,999",642,"6,358",,"404,180","241,620","245,212"
1996,61,3,Arizona,AZ,45.60%,46.50%,0.41,41.1,D,,"3,414,380",8.40%,"22,493","40,607","3,785","46,582",,"3,079,908","1,404,405","1,431,342"
1996,42,4,Arkansas,AR,47.90%,,0.47,46.5,D,,"1,903,094",1.60%,"9,407","25,178","5,459","27,455",,"1,844,689","884,262",
1996,71,5,California,CA,53.70%,55.00%,0.43,43.4,D,,"23,076,427",18.10%,"146,049",0,"99,578","245,627",,"18,644,593","10,019,484","10,263,490"
1996,62,6,Colorado,CO,54.50%,,0.51,51.4,R,,"2,939,929",5.20%,"12,483",0,"3,294","15,777",,"2,770,252","1,510,704",
1996,1,7,Connecticut,CT,59.60%,60.40%,0.55,55.1,D,,"2,528,212",5.80%,"15,007","55,978","1,083","44,079",,"2,337,160","1,392,614","1,410,746"
1996,11,8,Delaware,DC,51.20%,52.50%,0.48,48.4,D,,"559,598",3.00%,"5,110","16,528",591,"13,965",,"528,630","270,810","277,418"
1996,55,9,District of Columbia,DE,46.60%,47.40%,0.41,41.3,D,,"450,182",9.30%,"9,376",0,0,"9,376",,"398,839","185,726","189,210"
1996,43,10,Florida,FL,51.90%,53.30%,0.46,46.1,D,,"11,509,122",9.50%,"63,763","237,117","9,243","191,565",,"10,219,294","5,300,927","5,444,245"
1996,44,11,Georgia,GA,44.40%,45.80%,0.41,41.4,R,,"5,555,577",4.40%,"35,139","143,457","21,146","128,014",,"5,181,708","2,298,899","2,374,650"
1996,82,12,Hawaii,HI,43.90%,45.10%,0.4,40.2,D,,"895,753",8.00%,"4,011",0,0,"4,011",,"820,055","360,120","370,230"
1996,63,13,Idaho,ID,59.30%,61.60%,0.57,57.2,R,,"856,420",3.20%,"3,832",0,0,"3,832",,"825,329","489,481","508,030"
1996,21,14,Illinois,IL,52.50%,53.80%,0.48,48.3,D,,"8,927,254",7.50%,"38,852",0,0,"38,852",,"8,215,662","4,311,391","4,418,270"
1996,22,15,Indiana,IN,49.60%,51.00%,0.49,48.6,R,,"4,397,367",1.80%,"16,960",0,0,"16,960",,"4,302,745","2,135,431","2,195,224"
1996,31,16,Iowa,IA,58.80%,59.70%,0.57,57.3,D,,"2,154,320",1.80%,"6,342","15,386","2,200","16,235",,"2,098,332","1,234,075","1,251,983"
1996,32,17,Kansas,KS,57.30%,57.80%,0.55,55.3,R,,"1,922,601",3.00%,"7,756",0,0,"7,756",,"1,856,507","1,063,452","1,073,520"
1996,51,18,Kentucky,KY,48.20%,49.30%,0.47,47.3,D,,"2,938,362",1.20%,"12,910","11,689","4,621","23,376",,"2,880,808","1,388,707","1,419,592"
1996,45,19,Louisiana,LA,57.80%,58.40%,0.56,56.4,D,,"3,163,302",1.50%,"26,776",0,0,"26,776",,"3,087,693","1,783,959","1,804,640"
1996,2,20,Maine,ME,65.20%,,0.64,64.2,D,,"944,106",1.50%,0,0,0,0,,"929,970","605,897",
1996,52,21,Maryland,MD,50.40%,50.80%,0.47,46.7,D,,"3,817,454",5.60%,"22,050","70,553","16,246","73,573",,"3,530,148","1,780,870","1,793,991"
1996,3,22,Massachusetts,MA,58.40%,59.30%,0.54,54.2,D,,"4,723,380",7.20%,0,0,0,0,,"4,385,268","2,559,180","2,600,278"
1996,23,23,Michigan,MI,55.30%,56.30%,0.53,53.4,D,,"7,201,527",2.80%,"42,349",0,0,"42,349",,"6,954,059","3,848,844","3,912,261"
1996,33,24,Minnesota,MN,66.10%,66.60%,0.63,63.1,D,,"3,473,117",2.90%,"5,158","90,202","2,377","52,636",,"3,319,509","2,192,640","2,211,161"
1996,46,25,Mississippi,MS,45.90%,,0.45,45,R,,"1,986,327",0.80%,"13,859","10,376","1,326","20,373",,"1,949,309","893,857",
1996,34,26,Missouri,MO,55.10%,,0.54,53.5,D,,"4,035,666",1.50%,"22,003","42,386","13,087","56,283",,"3,919,885","2,158,065",
1996,64,27,Montana,MT,63.10%,64.70%,0.62,62.3,R,,"652,991",0.90%,"2,293",0,0,"2,293",,"645,052","407,083","417,232"
1996,35,28,Nebraska,NE,57.00%,57.80%,0.55,55.1,R,,"1,230,047",2.50%,"3,287","14,363",688,"11,157",,"1,188,034","677,415","686,749"
1996,65,29,Nevada,NV,40.90%,41.20%,0.37,36.5,D,,"1,271,617",9.50%,"8,439","9,760","3,216","16,535",,"1,134,065","464,279","467,657"
1996,4,30,New Hampshire,NH,58.30%,60.10%,0.57,56.8,D,,"878,569",2.40%,"2,062",0,0,"2,062",,"855,287","499,053","513,700"
1996,12,31,New Jersey,NJ,56.40%,56.90%,0.5,50,D,,"6,152,216",9.60%,"27,490","125,881","14,545","104,976",,"5,456,334","3,075,860","3,105,110"
1996,66,32,New Mexico,NM,47.40%,49.50%,0.45,44.5,D,,"1,249,597",5.30%,"4,724","8,903","1,426","10,602",,"1,172,262","556,074","579,763"
1996,13,33,New York,NY,51.90%,52.90%,0.45,45.3,D,,"13,942,462",11.80%,"69,709",0,"57,137","126,846",,"12,175,850","6,316,129","6,439,129"
1996,47,34,North Carolina,NC,46.30%,,0.44,44,R,,"5,717,844",3.30%,"30,647","102,483","12,358","94,247",,"5,435,970","2,515,807",
1996,36,35,North Dakota,ND,56.00%,57.10%,0.55,55.3,R,,"481,497",1.00%,722,0,0,722,,"475,898","266,411","271,850"
1996,24,36,Ohio,OH,55.40%,56.70%,0.54,54.2,D,,"8,366,250",1.50%,"46,174",0,"6,331","52,505",,"8,185,999","4,534,434","4,638,108"
1996,53,37,Oklahoma,OK,51.00%,51.40%,0.49,49,R,,"2,461,718",2.30%,"19,593","28,090","2,159","35,797",,"2,368,311","1,206,713","1,218,248"
1996,72,38,Oregon,OR,59.70%,60.60%,0.56,56.3,D,,"2,445,442",5.20%,"8,661",0,0,"8,661",,"2,309,051","1,377,760","1,399,180"
1996,14,39,Pennsylvania,PA,49.70%,,0.49,48.5,D,,"9,283,893",2.00%,"34,537",0,0,"34,537",,"9,063,470","4,506,118",
1996,5,40,Rhode Island,RI,54.40%,,0.5,49.9,D,,"781,307",6.40%,"3,271","20,446",573,"14,067",,"717,041","390,247",
1996,48,41,South Carolina,SC,42.20%,44.10%,0.41,40.8,R,,"2,825,088",1.70%,"20,446","42,417","5,036","46,691",,"2,731,064","1,151,422","1,203,486"
1996,37,42,South Dakota,SD,61.10%,62.20%,0.6,60.3,R,,"537,038",1.00%,"2,063",0,0,"2,063",,"529,793","323,826","329,316"
1996,54,43,Tennessee,TN,47.50%,,0.46,46.3,D,,"4,094,014",1.60%,"15,626","37,002","8,934","43,061",,"3,984,092","1,894,105",
1996,49,44,Texas,TX,46.50%,,0.4,40.4,R,,"13,887,542",9.80%,"132,383","429,329","112,594","459,642",,"12,072,149","5,611,644",
1996,67,45,Utah,UT,50.20%,52.10%,0.48,47.7,R,,"1,394,017",4.80%,0,0,0,0,,"1,326,919","665,629","691,016"
1996,6,46,Vermont,VT,59.30%,60.00%,0.58,58.2,D,,"443,874",1.80%,0,0,0,0,,"435,687","258,449","261,469"
1996,40,47,Virginia,VA,50.20%,51.30%,0.47,47.3,R,,"5,106,297",4.70%,"27,655","29,620","9,918","52,383",,"4,811,632","2,416,642","2,468,229"
1996,73,48,Washington,WA,58.90%,59.90%,0.54,54.3,D,,"4,147,127",5.80%,"12,527","125,780",560,"75,977",,"3,829,308","2,253,867","2,293,895"
1996,56,49,West Virginia,WV,45.90%,47.10%,0.46,45.5,D,,"1,400,343",0.50%,"2,749","5,669",869,"6,453",,"1,386,621","636,459","653,331"
1996,25,50,Wisconsin,WI,58.40%,,0.57,56.5,D,,"3,886,906",2.00%,"12,991","47,292","8,222","44,859",,"3,763,240","2,196,169",
1996,68,51,Wyoming,WY,61.30%,62.50%,0.6,59.9,R,,"353,354",1.30%,"1,499","3,432",364,"3,579",,"345,112","211,571","215,844"
1994,0,0,United States,USA,41.10%,0.00%,0.39,38.5,,,"195,258,350",6.40%,"1,037,855","1,778,797","513,686","2,440,940","2,228,514","182,623,348","75,105,860",
1994,41,1,Alabama,AL,38.80%,,0.38,37.9,,,"3,170,782",1.00%,"19,573","32,284","7,235","42,950",,"3,095,745","1,201,969",
1994,81,2,Alaska,AK,53.40%,54.20%,0.51,51.2,,,"417,053",3.00%,"3,292","2,899",412,"5,154",,"399,435","213,404","216,668"
1994,61,3,Arizona,AZ,39.10%,39.90%,0.36,35.6,,,"3,169,857",7.50%,"19,746","34,365","4,351","41,280",,"2,892,171","1,129,607","1,153,724"
1994,42,4,Arkansas,AR,39.80%,,0.39,38.8,,,"1,849,361",1.30%,"8,643","19,606","5,224","23,670",,"1,801,161","716,840",
1994,71,5,California,CA,46.90%,48.20%,0.38,38.1,,,"22,721,586",17.70%,"125,605",0,"85,082","210,687",,"18,479,124","8,658,881","8,900,593"
1994,62,6,Colorado,CO,42.10%,44.30%,0.4,40.1,,,"2,785,952",4.50%,"10,717",0,"2,463","13,180",,"2,648,684","1,116,307","1,173,130"
1994,1,7,Connecticut,CT,49.10%,49.80%,0.46,45.6,,,"2,515,100",5.50%,"14,380","53,453","1,146","42,253",,"2,335,579","1,147,084","1,163,829"
1994,11,8,Delaware,DC,38.80%,39.30%,0.37,36.8,,,"540,474",2.60%,"4,466","15,507","1,029","13,249",,"512,941","199,029","201,560"
1994,55,9,District of Columbia,DE,44.60%,45.20%,0.4,39.6,,,"463,680",8.80%,"10,949",0,0,"10,949",,"411,886","183,649","186,316"
1994,43,10,Florida,FL,42.90%,43.90%,0.38,38.2,,,"11,016,840",9.10%,"57,168","247,014","20,573","201,248",,"9,810,247","4,206,659","4,305,340"
1994,44,11,Georgia,GA,31.00%,,0.29,29.2,,,"5,293,282",3.70%,"33,425","140,694","17,505","121,277",,"4,978,431","1,545,328",
1994,82,12,Hawaii,HI,45.60%,46.60%,0.42,41.8,,,"882,189",7.90%,"3,333",0,0,"3,333",,"808,904","369,013","377,011"
1994,63,13,Idaho,ID,52.70%,53.50%,0.51,51,,,"809,957",2.80%,"2,811",0,0,"2,811",,"784,076","413,346","419,330"
1994,21,14,Illinois,IL,38.00%,39.40%,0.35,35.2,,,"8,819,582",6.90%,"36,531",0,0,"36,531",,"8,175,312","3,106,566","3,219,122"
1994,22,15,Indiana,IN,36.40%,38.00%,0.36,35.8,,,"4,315,664",1.50%,"15,014",0,0,"15,014",,"4,235,008","1,543,568","1,609,481"
1994,31,16,Iowa,IA,48.00%,49.20%,0.47,46.9,,,"2,128,370",1.60%,"5,437","15,902","3,696","17,084",,"2,077,709","997,248","1,022,372"
1994,32,17,Kansas,KS,44.70%,45.50%,0.43,43.4,,,"1,893,521",2.60%,"6,371",0,0,"6,371",,"1,837,694","820,846","836,251"
1994,51,18,Kentucky,KY,27.70%,29.20%,0.27,27.2,,,"2,879,413",1.00%,"11,066","11,417","4,380","21,155",,"2,829,881","784,299","827,541"
1994,45,19,Louisiana,LA,27.20%,29.40%,0.27,26.6,,,"3,109,456",1.50%,"24,063",0,0,"24,063",,"3,038,660","826,837","893,758"
1994,2,20,Maine,ME,55.70%,,0.55,54.9,,,"932,164",1.50%,0,0,0,0,,"918,204","511,733",
1994,52,21,Maryland,MD,40.50%,41.30%,0.38,37.6,,,"3,751,305",5.20%,"20,998","76,940","14,795","74,263",,"3,480,270","1,410,299","1,437,450"
1994,3,22,Massachusetts,MA,50.10%,51.30%,0.47,46.7,,,"4,668,100",6.70%,0,0,0,0,,"4,353,287","2,179,945","2,232,186"
1994,23,23,Michigan,MI,45.10%,46.30%,0.44,43.6,,,"7,081,498",2.60%,"40,631",0,0,"40,631",,"6,856,388","3,089,077","3,177,740"
1994,33,24,Minnesota,MN,54.50%,55.20%,0.52,52.4,,,"3,385,687",2.50%,"4,575","81,972","1,904","47,465",,"3,253,779","1,772,929","1,794,618"
1994,46,25,Mississippi,MS,31.90%,32.60%,0.31,31.4,,,"1,935,054",0.70%,"10,930","9,042","1,519","16,970",,"1,903,794","608,085","621,096"
1994,34,26,Missouri,MO,46.00%,,0.45,44.8,,,"3,958,762",1.30%,"17,898","36,295","12,592","48,638",,"3,858,946","1,775,116",
1994,64,27,Montana,MT,56.30%,57.80%,0.56,55.7,,,"629,335",0.80%,"1,764",0,0,"1,764",,"622,246","350,387","359,455"
1994,35,28,Nebraska,NE,49.80%,51.00%,0.48,48.2,,,"1,201,826",2.00%,"2,711","18,639",771,"12,802",,"1,164,502","579,561","593,654"
1994,65,29,Nevada,NV,36.90%,37.40%,0.33,33.3,,,"1,143,487",8.40%,"6,993","9,410","3,529","15,227",,"1,032,456","380,530","386,582"
1994,4,30,New Hampshire,NH,37.60%,38.50%,0.37,36.6,,,"851,104",2.30%,"2,021",0,0,"2,021",,"829,590","311,882","319,443"
1994,12,31,New Jersey,NJ,38.10%,39.50%,0.34,33.9,,,"6,059,401",8.90%,"24,632","125,299","41,802","129,084",,"5,392,423","2,054,887","2,131,328"
1994,66,32,New Mexico,NM,41.40%,43.10%,0.39,39.1,,,"1,195,183",4.90%,"3,712","8,063","1,078","8,822",,"1,128,243","467,621","485,709"
1994,13,33,New York,NY,42.70%,43.70%,0.38,37.5,,,"13,861,352",11.20%,"66,750",0,"53,832","120,582",,"12,192,316","5,203,762","5,325,323"
1994,47,34,North Carolina,NC,30.30%,,0.29,29,,,"5,477,604",2.60%,"23,648","90,418","20,159","89,016",,"5,244,552","1,588,190",
1994,36,35,North Dakota,ND,50.40%,51.30%,0.5,49.9,,,"473,993",0.90%,563,0,0,563,,"468,989","236,547","240,430"
1994,24,36,Ohio,OH,42.30%,43.50%,0.41,41.4,,,"8,292,312",1.40%,"43,074",0,0,"43,074",,"8,132,122","3,436,884","3,540,954"
1994,53,37,Oklahoma,OK,42.70%,43.10%,0.41,41.3,,,"2,410,272",2.00%,"16,631","28,285","2,604","33,378",,"2,327,519","995,012","1,002,363"
1994,72,38,Oregon,OR,54.80%,56.30%,0.52,52.1,,,"2,344,505",4.60%,"6,936",0,0,"6,936",,"2,229,242","1,221,010","1,254,265"
1994,14,39,Pennsylvania,PA,39.60%,,0.39,38.8,,,"9,241,090",1.80%,"28,302",0,0,"28,302",,"9,043,585","3,585,526",
1994,5,40,Rhode Island,RI,50.50%,,0.47,46.5,,,"776,723",6.20%,"2,919","18,179",525,"12,534",,"716,002","361,377",
1994,48,41,South Carolina,SC,35.10%,35.70%,0.34,34,,,"2,747,987",1.40%,"18,999","40,005","6,077","45,079",,"2,663,830","934,886","951,901"
1994,37,42,South Dakota,SD,60.10%,61.30%,0.59,59.4,,,"524,910",0.80%,"1,708",0,0,"1,708",,"518,815","311,613","318,090"
1994,54,43,Tennessee,TN,38.60%,,0.38,37.7,,,"3,945,407",1.40%,"14,401","34,896","9,353","41,202",,"3,850,228","1,487,130",
1994,49,44,Texas,TX,37.50%,,0.33,33,,,"13,334,014",8.90%,"118,195","396,276","108,563","424,896",,"11,719,888","4,396,242",
1994,67,45,Utah,UT,41.50%,42.70%,0.4,39.8,,,"1,302,522",4.10%,0,0,0,0,,"1,248,726","517,790","532,737"
1994,6,46,Vermont,VT,49.50%,50.80%,0.49,48.7,,,"434,549",1.70%,0,0,0,0,,"426,953","211,449","216,715"
1994,40,47,Virginia,VA,43.60%,,0.41,41.3,,,"4,983,515",4.30%,"26,968","24,089","9,649","48,662",,"4,718,968","2,057,463",
1994,73,48,Washington,WA,45.80%,46.70%,0.43,42.6,,,"3,994,036",5.30%,"10,833","110,279","1,650","67,623",,"3,715,174","1,700,173","1,733,471"
1994,56,49,West Virginia,WV,30.50%,31.90%,0.3,30.2,,,"1,392,499",0.50%,"1,930","5,992","1,380","6,306",,"1,379,339","420,936","439,551"
1994,25,50,Wisconsin,WI,42.40%,,0.41,41.2,,,"3,801,543",1.80%,"10,022","45,901","7,065","40,038",,"3,692,668","1,565,628",
1994,68,51,Wyoming,WY,59.80%,60.50%,0.59,58.6,,,"344,492",1.20%,"1,217","3,367",313,"3,214",,"337,032","201,710","204,025"
1992,0,0,United States,USA,58.10%,0.00%,0.55,54.7,,,"190,777,923",6.00%,"866,945","1,648,767","491,856","2,183,185","2,417,648","179,655,523","104,405,155",
1992,41,1,Alabama,AL,55.70%,,0.55,54.5,R,,"3,096,959",0.90%,"17,453","31,188","6,934","39,981",,"3,030,549","1,688,060",
1992,81,2,Alaska,AK,66.30%,67.10%,0.64,63.6,R,,"406,653",2.90%,"2,865","3,014",710,"5,082",,"389,898","258,506","261,427"
1992,61,3,Arizona,AZ,55.70%,56.70%,0.51,51.3,R,,"2,897,181",6.50%,"16,477","34,647","3,588","37,389",,"2,671,933","1,486,975","1,516,276"
1992,42,4,Arkansas,AR,54.30%,,0.53,53.1,D,,"1,789,420",1.00%,"8,285","16,448","3,460","19,969",,"1,751,083","950,653",
1992,71,5,California,CA,60.30%,61.60%,0.49,49.3,D,,"22,573,381",17.30%,"109,496",0,"87,725","197,221",,"18,460,157","11,131,721","11,374,565"
1992,62,6,Colorado,CO,62.90%,64.00%,0.6,60.3,D,,"2,602,217",3.70%,"8,997",0,"2,634","11,631",,"2,494,998","1,569,180","1,597,166"
1992,1,7,Connecticut,CT,68.60%,69.80%,0.64,64.1,D,,"2,521,774",5.10%,"11,403","48,567",483,"36,170",,"2,356,937","1,616,332","1,645,609"
1992,11,8,Delaware,DC,58.00%,58.30%,0.55,55.3,D,,"523,661",2.20%,"4,062","14,887","1,120","12,626",,"499,266","289,735","290,836"
1992,55,9,District of Columbia,DE,53.30%,54.20%,0.48,47.7,D,,"477,564",8.30%,"10,845",0,0,"10,845",,"427,102","227,572","231,445"
1992,43,10,Florida,FL,55.90%,57.20%,0.5,50.2,R,,"10,591,116",8.70%,"48,302","200,471","14,021","162,559",,"9,506,230","5,314,392","5,438,612"
1992,44,11,Georgia,GA,48.50%,,0.46,45.9,D,,"5,037,354",2.90%,"25,290","153,154","23,020","124,887",,"4,766,958","2,311,253",
1992,82,12,Hawaii,HI,46.90%,48.20%,0.43,43,D,,"866,114",7.90%,"2,926",0,0,"2,926",,"795,148","372,842","382,882"
1992,63,13,Idaho,ID,65.60%,66.90%,0.64,63.8,R,,"756,119",2.50%,"2,256",0,0,"2,256",,"734,855","482,142","491,725"
1992,21,14,Illinois,IL,62.20%,63.60%,0.58,58.1,D,,"8,688,184",6.20%,"31,640",0,0,"31,640",,"8,113,900","5,050,157","5,164,357"
1992,22,15,Indiana,IN,55.40%,56.40%,0.55,54.5,R,,"4,230,602",1.30%,"13,945",0,0,"13,945",,"4,162,678","2,305,871","2,347,912"
1992,31,16,Iowa,IA,65.80%,66.10%,0.65,64.5,D,,"2,098,809",1.30%,"4,518","14,084","2,065","13,625",,"2,057,690","1,354,607","1,360,856"
1992,32,17,Kansas,KS,63.90%,64.10%,0.62,62.3,R,,"1,857,444",2.20%,"6,028",0,0,"6,028",,"1,810,750","1,157,335","1,161,044"
1992,51,18,Kentucky,KY,53.80%,,0.53,53,D,,"2,814,763",0.80%,"10,364","10,750","3,684","19,423",,"2,772,600","1,492,900",
1992,45,19,Louisiana,LA,59.70%,60.00%,0.58,58.4,D,,"3,063,068",1.50%,"20,980",0,0,"20,980",,"2,997,301","1,790,017","1,799,596"
1992,2,20,Maine,ME,74.30%,,0.73,73.1,D,,"928,998",1.50%,0,0,0,0,,"915,082","679,499",
1992,52,21,Maryland,MD,57.70%,58.10%,0.54,53.7,D,,"3,695,298",4.90%,"19,977","82,948","13,058","74,509",,"3,440,015","1,985,046","1,999,486"
1992,3,22,Massachusetts,MA,63.80%,64.90%,0.6,59.8,D,,"4,640,629",6.30%,0,0,0,0,,"4,346,897","2,773,700","2,822,962"
1992,23,23,Michigan,MI,63.00%,64.00%,0.61,61.1,D,,"6,990,822",2.40%,"39,113",0,0,"39,113",,"6,786,593","4,274,673","4,341,909"
1992,33,24,Minnesota,MN,73.70%,73.90%,0.71,71.2,D,,"3,298,080",2.10%,"3,822","72,938","1,901","42,192",,"3,187,255","2,347,948","2,355,796"
1992,46,25,Mississippi,MS,52.90%,54.30%,0.52,52.2,R,,"1,882,100",0.60%,"8,905","8,031","2,357","15,278",,"1,854,797","981,793","1,008,019"
1992,34,26,Missouri,MO,63.10%,,0.62,61.6,D,,"3,880,005",1.10%,"16,195","32,692","11,671","44,212",,"3,792,675","2,391,565",
1992,64,27,Montana,MT,69.20%,70.40%,0.69,68.5,D,,"599,859",0.80%,"1,548",0,0,"1,548",,"593,345","410,611","417,564"
1992,35,28,Nebraska,NE,64.20%,64.80%,0.63,62.6,R,,"1,178,965",1.60%,"2,514","15,386",697,"10,904",,"1,149,525","737,546","744,548"
1992,65,29,Nevada,NV,53.90%,54.60%,0.49,49.3,D,,"1,028,056",7.20%,"6,049","8,533","3,246","13,562",,"940,066","506,318","513,387"
1992,4,30,New Hampshire,NH,66.10%,67.00%,0.65,64.5,D,,"833,997",2.20%,"1,777",0,0,"1,777",,"814,160","537,943","545,197"
1992,12,31,New Jersey,NJ,61.90%,62.00%,0.56,55.7,D,,"6,000,364",8.10%,"22,653","108,093","36,120","112,820",,"5,398,559","3,343,594","3,348,312"
1992,66,32,New Mexico,NM,53.10%,55.00%,0.5,50.4,D,,"1,131,081",4.40%,"3,271","6,921","1,331","8,063",,"1,073,421","569,986","590,901"
1992,13,33,New York,NY,56.60%,57.80%,0.5,50.2,D,,"13,799,670",10.60%,"61,736",0,"50,004","111,740",,"12,227,775","6,926,925","7,068,630"
1992,47,34,North Carolina,NC,51.40%,,0.5,49.7,R,,"5,259,564",2.00%,"20,454","86,371","14,415","78,055",,"5,077,494","2,611,850",
1992,36,35,North Dakota,ND,66.60%,68.10%,0.66,66,R,,"467,130",0.90%,477,0,0,477,,"462,631","308,133","315,199"
1992,24,36,Ohio,OH,61.30%,62.50%,0.6,60.2,D,,"8,208,502",1.30%,"38,378",0,0,"38,378",,"8,063,595","4,939,967","5,043,094"
1992,53,37,Oklahoma,OK,60.60%,63.50%,0.59,58.8,R,,"2,366,029",1.80%,"14,821","25,902","2,758","30,530",,"2,293,931","1,390,359","1,455,635"
1992,72,38,Oregon,OR,68.20%,69.90%,0.65,65.3,D,,"2,241,507",4.00%,"6,583",0,0,"6,583",,"2,144,867","1,462,643","1,498,959"
1992,14,39,Pennsylvania,PA,54.90%,,0.54,53.9,D,,"9,188,416",1.70%,"24,974",0,0,"24,974",,"9,010,940","4,949,810",
1992,5,40,Rhode Island,RI,62.80%,,0.58,58.2,D,,"779,266",6.00%,"2,775","15,585",483,"11,051",,"721,593","453,471",
1992,48,41,South Carolina,SC,46.10%,47.30%,0.45,44.8,R,,"2,683,852",1.20%,"18,643","35,587","5,325","41,762",,"2,610,725","1,202,527","1,234,712"
1992,37,42,South Dakota,SD,66.70%,,0.66,66.1,R,,"508,841",0.70%,"1,487",0,0,"1,487",,"503,759","336,254",
1992,54,43,Tennessee,TN,53.20%,,0.52,52,D,,"3,811,036",1.10%,"11,849","38,614","11,819","42,975",,"3,726,024","1,982,638",
1992,49,44,Texas,TX,54.20%,,0.48,48.3,R,,"12,747,860",8.10%,"60,467","360,702","121,141","361,959",,"11,356,487","6,154,018",
1992,67,45,Utah,UT,64.00%,67.50%,0.62,61.8,R,,"1,203,861",3.40%,0,0,0,0,,"1,162,363","743,999","784,988"
1992,6,46,Vermont,VT,69.00%,69.70%,0.68,67.9,D,,"426,860",1.70%,0,0,0,0,,"419,810","289,701","292,797"
1992,40,47,Virginia,VA,55.40%,,0.53,52.7,R,,"4,856,799",3.90%,"21,199","23,510","11,372","44,326",,"4,622,125","2,558,665",
